,Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4,Principal Component 5,Principal Component 6,Principal Component 7,Principal Component 8,Principal Component 9,Principal Component 10,Principal Component 11,Principal Component 12,Principal Component 13,Principal Component 14,Principal Component 15,Principal Component 16,Principal Component 17,Principal Component 18,Principal Component 19,Principal Component 20,Principal Component 21,Principal Component 22,Principal Component 23,Principal Component 24,Principal Component 25,Principal Component 26,Principal Component 27,Principal Component 28,Principal Component 29,Principal Component 30,Principal Component 31,Principal Component 32,Principal Component 33,Principal Component 34,Principal Component 35
4877,-2.4131331834294936,0.059537553092706676,2.3794050999418883,2.586603228910644,3.0523949874415415,-0.4246362540120901,-0.15347137869838434,0.6370925580878575,-0.21842581772450162,0.2060540545619073,-1.762778330114523,0.5505845587731221,-1.6621284958538372,2.444797610518706,0.3009404263576273,-0.02186790130648538,-0.3245275099762352,-1.6394639131796196,0.16261786295183558,-0.7222485729717169,-0.028146828034596068,-0.7851708702762118,-1.3734047154949491,-0.7350927004834481,0.9095697549373332,-1.4960263431449978,-0.42227948611540667,0.7207815471442814,0.27227681626603983,-0.5443695721866447,0.5463669361789034,-0.971637549564446,-0.31646275144337993,2.6108499550197948,0.42487840359633117
2692,-1.2796613728093555,0.052345028641881966,0.5687406518746648,0.41153810379197364,-1.7018590148018664,0.6088232088307178,-1.3577372538925525,0.6640675326578466,0.01709288827416861,-0.009952444380740449,0.09274909076221226,1.562293309604608,3.370859059944196,-0.8114493032937882,0.550450874772724,-0.410214055474104,1.6927692891265127,0.8345674158337415,-1.002832644924326,-0.885266293542539,-0.6971668308595221,1.1091199145788107,0.409281804879852,-0.21244624801010611,0.3905795459256985,-0.004142082022389487,0.6327405283354387,0.9439134127312874,-0.9398284952269301,-0.5792267873656199,-0.024831302213698427,0.13418571570219198,-1.0889619439742664,-0.009100633248608646,-0.6185982903889614
624,-2.5679850794249224,0.03471301780572357,1.1328728023455787,3.0188368937917534,-1.428539146906066,0.02382003989108187,-0.2982237975277882,0.7755456172724585,0.13114686598891698,0.25699937256725613,-1.5630980737584177,-0.5573425130675169,-1.246091855521821,-0.9150947275686663,-0.295911036361014,-0.0717806492356286,1.3774342781581128,0.80461541814489,0.5465705936002188,0.4064536299719012,-0.7659060121437113,-1.0303457446816557,-0.14428190325258927,1.4516134497222293,1.1776007286740235,-1.6967142264523596,-0.27969711414737736,0.7055240463124912,-0.06296136843208334,-0.6339385778833385,0.49821673350670465,0.3481316577324699,-1.6789456563948868,-1.0658952364483834,0.4339643954226352
2272,-3.1881985209648875,0.06292119702375307,11.680837544955057,-7.157157863546989,3.163114852330228,-0.3603437142461259,-0.35745749896611506,3.039673253282865,-0.4946418013330434,-0.34753575261654107,-0.8365925920687193,-1.7903085067511586,0.25828984121088927,-3.258854127398132,-1.0394377920966151,1.139980313232342,-6.060504051992396,3.1709636615531673,1.6120349857133893,1.302246946099832,0.440829938393328,-0.0035625052938337938,1.7675564776482104,0.3411336122274952,3.228255015101919,0.953061715983608,-2.422746452290281,0.673260054321391,1.0853606262186437,-1.8621609368790069,0.9806801286462031,1.392374908875966,-0.6833551061206552,-1.3013256558570852,-0.416202209707202
500,-2.4741299424150553,-0.01817286894382952,0.15576677877498737,1.4033049579181374,-2.8558585297527403,0.07911015671687739,-0.12491258852272319,0.5159171903319152,0.16949360117777304,0.07335488209378009,-0.6130695117187678,-0.8307220213189694,-0.7466327961105719,-1.590437246541462,0.5488820481598827,0.03038432985635722,-0.5668309810477664,0.3106836547400468,-0.5879453035028719,0.14332144085813206,-0.17121765770524144,1.2564402938589843,0.027087430829434028,1.1567615643764806,-0.10434405321330344,0.9094262966102565,0.6475789750938018,0.20151890403662334,-0.5498292711397044,-0.02521184688401652,-0.17931737132685954,0.6389754688051258,0.14978270869970683,-0.007402285437957071,-0.15620672798274524
726,-2.8412250606091525,0.1506710460758909,3.874501647424036,5.181379583583772,-0.8268688898917755,-0.18122826807090683,0.33037627829310046,-2.202647385615282,0.32502018391240206,0.4097396761200885,-3.2460084195699648,0.23503166436209233,-1.163376326546126,4.573208632408612,1.131603919936878,0.08216196445858684,0.07887655567382723,-1.5265580562320504,-2.685078679819117,-1.9064806038001119,0.6099020025640877,2.9071228597393723,0.33153678110056267,-0.99533352761085,-0.3940230497482227,0.5358389859596386,1.2495967688398282,0.7016576324797912,-0.5113473964251942,-0.4368180012963994,-0.21389187919534877,-0.8580939016643098,-0.7905757919043482,-0.3809526814187067,0.07243710927127765
5460,-3.331347843349671,0.059471756714401906,6.279232442453337,-0.22314776863566416,-2.2430357420794844,0.02033018297837137,0.009786055977573918,-0.2270215930947652,0.1718961962265459,0.514814324225278,-0.8191348202087742,1.6069035208449498,-3.11992840808263,1.497730055297768,0.7227353824598973,-0.6308613338087792,0.7173352466905191,-0.9950279474730723,1.715580837056015,-0.3448163466197925,-4.19047190346169,-0.1380330737662836,4.16178300208919,-0.19884366436488657,-0.007145610098774592,-1.4233835852970438,0.09036670179879686,0.8723127994531019,0.4340472134427591,-1.004594011281249,-0.41584660598990175,0.24437472367309693,0.5816906321297082,1.9414455463919196,-0.45673533796211835
4820,-3.464581331866366,0.02597572771815785,7.170932701433705,-0.6652006385098916,-3.5982126690942535,0.4587085043652605,-0.7927616435584202,4.559459353522489,0.17376563104095316,0.47018551062501746,3.4375497692233066,1.5130309053669584,-0.5296070664945627,-2.3528796704731403,-1.0910256174148698,0.2390274207309292,1.6590973098578619,-1.5284051501259106,-1.0207208888229997,-2.089288305985013,0.8609285403429485,-1.4701939045590438,0.4403222693040148,1.086318990458012,-0.5533092418335537,-0.4101125582387813,-0.568590818633425,-0.8926044864274161,1.019827462407149,-0.02871250441669212,-0.037981280939987386,-0.5512777793976924,-0.5104163854381275,-2.0974078424568705,-0.5567345438987573
3327,-2.118043403029686,-0.09971986027273053,-0.6409275642801205,-1.3593102066013787,-1.8816055545946124,0.26372604616397677,-0.17322289619767112,1.0460714940858453,0.03506419160465045,-0.20133030975292207,1.8201233326569508,-0.3297629586204195,1.9399841187513858,-1.1225717781949878,0.3020347576098609,-0.14252894485233278,-0.8704410431803408,0.49136903031384227,1.1137322167360115,0.7346032478102761,-0.05597190395751762,0.6170837056684562,-1.0778482438973236,-1.3251274500513064,0.7969650499084224,-0.43351878463092297,0.011712766041980325,-1.3528173523896772,0.842919702241785,0.25615141654626145,-0.39959696019896224,0.4148241195370783,-0.2591130199701108,0.009022013303845826,0.5138894547159908
2883,18.413156038376375,-3.5378465009844855,-0.6193716120937167,-3.9254479803155853,-2.125232316138957,0.1473238301649186,0.1998238679528396,-1.4005724795116494,-1.4280118239026385,-1.1573773722270433,2.536167261277204,0.3701524411827216,-0.23396471455147055,-1.2921432145549854,-0.8566855232471078,0.25058773701792597,-0.5077537868344781,-0.03329528404151724,-0.019518220820849464,-0.9679696902662656,0.6797430193065367,0.34557670416936426,-0.0639395364637398,-0.4004530674835053,0.2351438125424169,-1.4566348828108078,0.4176610745266742,0.9670971868178836,-1.4431178900215567,0.30613057415385186,0.16959052345645392,0.5519485381538661,-0.8154534439483423,-1.3652653035028839,0.6581044616609327
3769,-1.2575419793171065,-0.12604812980742755,-5.578427072524817,-0.2680814004295,1.4695163076366673,-0.13134644111602287,0.06897168699395734,-1.3490306235171092,-0.08436745591272592,-0.1219256136540526,-0.7767043371321738,0.09651457988010961,1.487630291616458,-0.9638764497927051,0.11558273350428233,-0.18853489981952531,1.3098753582131177,1.9680442282934523,-0.22588867773524438,0.27600612950953324,-1.4931197810464212,0.5906986141228133,-0.4410127797685227,1.7224777812022083,0.5221372503746593,0.5073525384722455,0.4280528691690782,0.2407717633542211,-0.2882398257579409,0.09137497153676168,0.029947576515600795,-1.0866125850577675,1.053895813812788,0.5954792142568578,0.19564944244626184
4123,-2.387219941327631,0.020666552905795037,-0.2837810184527205,3.707996772847659,-1.5254739814801208,-0.03454122581627539,0.15740007409642187,-1.4219891406407728,0.13008503047419234,0.19605496757627902,-2.2756350334648188,-0.4130975574502764,-0.6148165560134742,-0.46731674936023343,-0.6410061418768708,0.04052932670515837,1.6319870201206819,0.5080099075063693,0.14195361208019222,0.4862290242061194,-0.4527187716305618,-0.3539596059719697,-0.10153445501965906,0.9171815663462952,0.4144793988944434,0.10996738088871723,1.4684863682614242,-0.15160568399530838,-0.5878746105114283,-0.06453606792292896,-0.7713689879970892,1.4973381697579407,0.06333391041464288,-1.274967453865867,0.12498443962621725
3045,-2.2116956991023153,-0.011605391357036582,1.1297603746802232,0.3616682032676634,2.8039642001697627,-0.3669924425645914,-0.044698917144810994,-0.06934963749037094,-0.18582306077292807,0.37586490249682625,-1.3721757075388,2.682620983260255,-1.4258665547994864,0.4004683045624668,-0.8212826635666044,0.06367538858685351,1.6973528478340771,-1.502662386862743,-0.5590449010618088,0.2617910949181839,0.3091599982894978,-0.8166192652796512,-0.6770067128718271,0.3975499644209446,0.05555115688992619,-1.3006107144114503,1.1740848506273551,0.3068039973843939,-1.1865805473671278,0.6594125044403893,-0.4104652864646064,0.5551291844633979,-0.12060823270008143,0.10914281141592876,0.15011854856697868
5155,-1.8776471490957332,-0.1583489031928799,-3.836746774342411,-2.115644241427869,-1.6728815176351126,-0.05436487617632572,0.030778893793699455,-0.438212223057912,-0.04277447733028025,-0.12675575689856056,0.40523961569899425,0.16130297135003768,-1.1295277082887174,-0.6561275399106237,1.5354487675063209,-0.5992654586320839,-1.237283256914704,-0.6395729333021755,0.9773893134126632,-1.5122299376590422,-1.3944910248429392,2.253194863366655,1.8034636078499824,-1.200143163334258,-0.41078558164884754,-0.493235024297478,0.25433772332397225,0.12211171889166192,0.6474034308282047,-1.0919989154110092,-0.43191396681087507,1.3043270842830434,-0.2780768487520217,-0.12923655885524707,-0.282467123333586
2805,-1.9675557822229677,-0.026248093487360857,-2.0610147508716143,1.786345650679497,1.1298665192131399,-0.2160061686422439,0.010554233723115338,-0.3675354877576496,-0.17596758458299747,-0.061289107579446826,-0.6544843333946075,0.6030338725705425,-0.6775050337998741,1.2001659031749763,0.16856153259655018,-0.03971954135392357,0.7049954960872685,-0.15319755439490532,-0.8109494954963816,-0.12641133917842023,-0.0943426191150837,0.14532289915884658,-0.35530685337390766,0.3254003878032296,2.0245107318849778,0.17340142331032815,0.45757022129407554,0.9476228997994478,-0.978603262461916,-0.012239242029725334,0.21756872619134363,-0.3757250608049613,-1.7685969371987185,-0.6331516348379524,0.11117644535385311
2650,-1.817152576390723,-0.12449476103182522,-2.9317480805008844,-0.5719483898751188,3.7388446223732053,-0.4857462926223548,-0.5189431235327185,1.9251127316849008,-0.5807766975890168,-0.0188404503746248,-0.9072590246922109,-0.4352249523037437,-0.327135340297624,-3.060563701011765,-3.4189871036020962,1.5000529692091824,-1.3561348966074815,-0.09075460557097859,-0.7068337045317824,1.0764754904412974,0.7457526567779786,-1.1002223933452389,1.845359969956711,-0.5434812420775139,-0.17180697652759705,-0.6218563216291528,-1.2334863860058876,-0.5999083181498174,0.9220571559240694,0.3186243822351233,0.4236388466160483,-0.17014767309466583,0.2745995553764721,0.33273973381438576,-0.04572145194593632
4101,-1.2935605832639328,-0.19461879495308992,-5.810256857091235,-2.2468691492757134,1.4589369108262678,-0.21356413773913777,0.2012134136504759,-1.330235481543672,-0.1487818876167457,-0.1501881295339941,-0.2610707104341319,0.511337102404667,0.7395564574360503,-1.4002861140144693,0.14559209587261385,-0.23009466281325797,1.00971665616444,0.563757290801058,-0.03622014738417148,-0.4402877590913704,-0.4988898122699816,1.6800865210427054,-0.5959250990242171,-0.8659921001422647,-1.0183990386206025,0.5314085287516478,-0.8528196334031478,-0.007660278895186353,0.8070946761984833,-0.66144483765628,0.3141125903581848,0.41457762274828724,0.10509160390703089,-0.46888142920956444,0.5451663561857912
507,-2.861122546683596,-0.014270293601631867,5.7158817729998495,-4.216748982865162,0.9489221436889551,-0.172072217162894,0.847334735883488,-1.6953882593051153,-0.5007630846116505,-0.14346435054748413,1.7555431905603385,1.3651699642985893,-0.9871090831373096,1.530248274832734,-0.5219904379516555,-0.04062928059743944,1.746194380361212,-0.7334363667182601,-0.913024622189151,-2.208939276920721,1.7251112863574327,-0.6510422851538339,-0.018223536993806164,0.09366130641289949,1.006439379307786,0.33923604563090554,-0.5431113695420433,-0.21911588917324612,0.9594415044520642,-0.25252292546560806,0.3401827603265511,-0.4343732387300328,-0.7461567821653876,0.6854590765006892,-0.230740006469601
2806,-1.8720409200058372,-0.15784837979257313,-2.332890505826773,-2.42627205477108,0.2562569317733897,0.2019634316174237,0.10668921826930282,0.3711305008032276,-0.13728962118751112,-0.463457553755249,2.3362157986473124,-0.09102345222748796,2.094118593247472,-1.229508170012801,-0.8195252495366743,0.020525192538208326,0.5679177219821977,0.9905313368718996,1.1026109061107134,1.8815613511083409,-0.9008114587603786,-0.49775138076116127,-1.571384916268449,-0.9832603571117713,-0.37753216923727406,1.4624705877736197,-2.349625898813417,2.231345808041465,0.6874325883351278,-2.466737560044443,1.6424490573121964,-1.6993854169917664,-1.7097687023244688,-0.9064970915034696,0.7827528830698205
